연월,지역,연료유형,용도,등록대수
2018.12,충남,경유,사업용,24139
2018.12,충남,경유,비사업용,493400
2018.12,충북,경유,사업용,18667
2018.12,제주,경유,비사업용,166394
2018.12,전남,경유,사업용,62543
2018.12,계,전기,사업용,9885
2018.12,대전,전기,사업용,165
2018.12,충북,경유,비사업용,359127
2018.12,계,전기,비사업용,45871
2018.12,제주,전기,사업용,3969
2018.12,제주,전기,비사업용,11580
2018.12,경남,전기,사업용,66
2018.12,경남,전기,비사업용,2041
2018.12,경북,전기,사업용,9
2018.12,경북,전기,비사업용,1992
2018.12,전남,전기,사업용,43
2018.12,전남,전기,비사업용,1931
2018.12,전북,전기,사업용,
2018.12,대전,전기,비사업용,1169
2018.12,전북,전기,비사업용,997
2018.12,충남,전기,비사업용,1123
2018.12,충북,전기,사업용,8
2018.12,충북,전기,비사업용,1191
2018.12,강원,전기,사업용,59
2018.12,강원,전기,비사업용,1318
2018.12,경기,전기,사업용,116
2018.12,경기,전기,비사업용,6267
2018.12,세종,전기,사업용,1
2018.12,세종,전기,비사업용,393
2018.12,울산,전기,사업용,5
2018.12,울산,전기,비사업용,842
2018.12,충남,전기,사업용,4
2018.12,강원,경유,사업용,12795
2018.12,광주,전기,사업용,92
2018.12,강원,경유,비사업용,354082
2018.12,충남,휘발유,사업용,1873
2018.12,충남,휘발유,비사업용,465047
2018.12,충북,휘발유,사업용,1493
2018.12,충북,휘발유,비사업용,348204
2018.12,강원,휘발유,사업용,1314
2018.12,강원,휘발유,비사업용,320226
2018.12,경기,휘발유,사업용,13269
2018.12,경기,휘발유,비사업용,2641082
2018.12,세종,휘발유,사업용,74
2018.12,세종,휘발유,비사업용,72853
2018.12,울산,휘발유,사업용,1063
2018.12,전북,휘발유,비사업용,362834
2018.12,울산,휘발유,비사업용,276054
2018.12,대전,휘발유,비사업용,320758
2018.12,광주,휘발유,사업용,1385
2018.12,광주,휘발유,비사업용,288894
2018.12,인천,휘발유,사업용,108966
2018.12,인천,휘발유,비사업용,603842
2018.12,대구,휘발유,사업용,1984
2018.12,대구,휘발유,비사업용,552761
2018.12,부산,휘발유,사업용,14810
2018.12,부산,휘발유,비사업용,634431
2018.12,서울,휘발유,사업용,19469
2018.12,경기,경유,사업용,141344
2018.12,대전,휘발유,사업용,1418
2018.12,전북,휘발유,사업용,3181
2018.12,서울,휘발유,비사업용,1573002
2018.12,전남,휘발유,사업용,38246
2018.12,전남,휘발유,비사업용,343203
2018.12,세종,경유,사업용,1982
2018.12,세종,경유,비사업용,56548
2018.12,울산,경유,사업용,10262
2018.12,울산,경유,비사업용,217025
2018.12,대전,경유,사업용,13915
2018.12,대전,경유,비사업용,246827
2018.12,광주,경유,사업용,15360
2018.12,광주,경유,비사업용,255509
2018.12,인천,경유,사업용,128068
2018.12,인천,경유,비사업용,553849
2018.12,대구,경유,사업용,23640
2018.12,경기,경유,비사업용,2258430
2018.12,부산,경유,사업용,46725
2018.12,부산,경유,비사업용,510132
2018.12,서울,경유,사업용,75548
2018.12,서울,경유,비사업용,1072239
2018.12,계,휘발유,사업용,286063
2018.12,계,휘발유,비사업용,10343233
2018.12,제주,휘발유,사업용,64189
2018.12,제주,휘발유,비사업용,159216
2018.12,경남,휘발유,사업용,12019
2018.12,경남,휘발유,비사업용,776525
2018.12,경북,휘발유,사업용,1310
2018.12,경북,휘발유,비사업용,604301
2018.12,대구,경유,비사업용,448617
2019.01,계,경유,비사업용,9222863
2019.01,계,경유,사업용,747347
2019.01,서울,전기,비사업용,4843
2019.01,인천,전기,비사업용,1253
2019.01,부산,전기,비사업용,1412
2019.01,부산,전기,사업용,177
2019.01,대구,전기,비사업용,6463
2019.01,대구,전기,사업용,422
2019.01,서울,전기,사업용,4728
2019.01,제주,경유,사업용,75363
2019.01,전남,경유,사업용,62314
2019.01,경남,경유,사업용,43624
2019.01,경남,경유,비사업용,690836
2019.01,경북,경유,사업용,29085
2019.01,경북,경유,비사업용,632683
2019.01,전남,경유,비사업용,461431
2019.01,전북,경유,사업용,21936
2019.01,전북,경유,비사업용,417975
2019.01,충남,경유,사업용,24122
2019.01,충남,경유,비사업용,495503
2019.01,충북,경유,사업용,18873
2019.01,인천,전기,사업용,45
2019.01,제주,경유,비사업용,167013
2019.01,충북,경유,비사업용,360996
2019.01,충북,전기,비사업용,1196
2019.01,광주,전기,사업용,92
2019.01,강원,경유,사업용,12810
2019.01,제주,전기,사업용,3723
2019.01,제주,전기,비사업용,11574
2019.01,경남,전기,사업용,66
2019.01,경남,전기,비사업용,2057
2019.01,경북,전기,사업용,9
2019.01,경북,전기,비사업용,2008
2019.01,전남,전기,사업용,42
2019.01,전남,전기,비사업용,1955
2019.01,전북,전기,사업용,
2019.01,전북,전기,비사업용,1005
2019.01,광주,전기,비사업용,1354
2019.01,충남,전기,사업용,4
2019.01,충북,전기,사업용,9
2019.01,강원,전기,사업용,58
2019.01,강원,전기,비사업용,1335
2019.01,경기,전기,사업용,120
2019.01,경기,전기,비사업용,6373
2019.01,세종,전기,사업용,1
2019.01,세종,전기,비사업용,401
2019.01,울산,전기,사업용,5
2019.01,울산,전기,비사업용,857
2019.01,대전,전기,사업용,165
2019.01,대전,전기,비사업용,1195
2019.01,충남,전기,비사업용,1138
2019.01,강원,경유,비사업용,355664
2019.01,계,전기,비사업용,46419
2019.01,경기,경유,비사업용,2270826
2019.01,충남,휘발유,비사업용,466434
2019.01,충북,휘발유,사업용,1573
2019.01,충북,휘발유,비사업용,349380
2019.01,강원,휘발유,사업용,1312
2019.01,강원,휘발유,비사업용,321244
2019.01,경기,휘발유,사업용,13033
2019.01,경기,휘발유,비사업용,2651038
2019.01,세종,휘발유,사업용,72
2019.01,세종,휘발유,비사업용,73788
2019.01,울산,휘발유,사업용,1023
2019.01,울산,휘발유,비사업용,276282
2019.01,대전,휘발유,사업용,1421
2019.01,대전,휘발유,비사업용,320858
2019.01,광주,휘발유,사업용,1359
2019.01,광주,휘발유,비사업용,289521
2019.01,인천,휘발유,사업용,111493
2019.01,인천,휘발유,비사업용,607095
2019.01,대구,휘발유,사업용,1993
2019.01,대구,휘발유,비사업용,553042
2019.01,부산,휘발유,사업용,15311
2019.01,부산,휘발유,비사업용,635323
2019.01,서울,휘발유,사업용,19123
2019.01,서울,휘발유,비사업용,1574417
2019.01,충남,휘발유,사업용,1816
2019.01,전북,휘발유,비사업용,363572
2019.01,전북,휘발유,사업용,3148
2019.01,전남,휘발유,사업용,38411
2019.01,세종,경유,사업용,1995
2019.01,세종,경유,비사업용,57213
2019.01,울산,경유,사업용,10268
2019.01,울산,경유,비사업용,217804
2019.01,대전,경유,사업용,14022
2019.01,대전,경유,비사업용,247586
2019.01,광주,경유,사업용,15463
2019.01,광주,경유,비사업용,256616
2019.01,인천,경유,사업용,128781
2019.01,인천,경유,비사업용,554876
2019.01,대구,경유,사업용,23665
2019.01,경기,경유,사업용,142028
2019.01,대구,경유,비사업용,449927
2019.01,부산,경유,비사업용,510948
2019.01,서울,경유,사업용,75517
2019.01,서울,경유,비사업용,1074966
2019.01,계,휘발유,사업용,290455
2019.01,계,휘발유,비사업용,10368433
2019.01,제주,휘발유,사업용,66143
2019.01,제주,휘발유,비사업용,158905
2019.01,경남,휘발유,사업용,11931
2019.01,경남,휘발유,비사업용,778402
2019.01,경북,휘발유,사업용,1293
2019.01,경북,휘발유,비사업용,605306
2019.01,부산,경유,사업용,47481
2019.01,전남,휘발유,비사업용,343826
2019.01,계,전기,사업용,9666
2019.02,강원,경유,비사업용,356078
2019.02,경북,휘발유,사업용,1281
2019.02,경남,휘발유,비사업용,778083
2019.02,경남,휘발유,사업용,11883
2019.02,제주,휘발유,비사업용,158507
2019.02,제주,휘발유,사업용,67576
2019.02,계,휘발유,비사업용,10379749
2019.02,계,휘발유,사업용,293614
2019.02,서울,경유,비사업용,1074544
2019.02,서울,경유,사업용,75667
2019.02,부산,경유,비사업용,512609
2019.02,부산,경유,사업용,48060
2019.02,대구,경유,비사업용,450383
2019.02,대구,경유,사업용,23667
2019.02,인천,경유,비사업용,554908
2019.02,인천,경유,사업용,129196
2019.02,광주,경유,비사업용,256975
2019.02,광주,경유,사업용,15463
2019.02,대전,경유,비사업용,247641
2019.02,대전,경유,사업용,13980
2019.02,울산,경유,비사업용,218241
2019.02,울산,경유,사업용,10253
2019.02,세종,경유,비사업용,57837
2019.02,세종,경유,사업용,1994
2019.02,경북,휘발유,비사업용,605681
2019.02,경기,경유,비사업용,2264919
2019.02,전남,휘발유,사업용,38555
2019.02,전북,휘발유,사업용,3073
2019.02,부산,휘발유,비사업용,636282
2019.02,부산,휘발유,사업용,15692
2019.02,대구,휘발유,비사업용,552322
2019.02,대구,휘발유,사업용,1982
2019.02,인천,휘발유,비사업용,608804
2019.02,인천,휘발유,사업용,112815
2019.02,광주,휘발유,비사업용,289506
2019.02,광주,휘발유,사업용,1332
2019.02,대전,휘발유,비사업용,320600
2019.02,대전,휘발유,사업용,1352
2019.02,울산,휘발유,비사업용,276325
2019.02,울산,휘발유,사업용,1004
2019.02,세종,휘발유,비사업용,74616
2019.02,세종,휘발유,사업용,71
2019.02,경기,휘발유,비사업용,2657004
2019.02,경기,휘발유,사업용,12876
2019.02,강원,휘발유,비사업용,321749
2019.02,강원,휘발유,사업용,1353
2019.02,충북,휘발유,비사업용,349915
2019.02,충북,휘발유,사업용,1635
2019.02,충남,휘발유,비사업용,467321
2019.02,충남,휘발유,사업용,1862
2019.02,전북,휘발유,비사업용,363887
2019.02,전남,휘발유,비사업용,344213
2019.02,서울,휘발유,사업용,19272
2019.02,경기,경유,사업용,141977
2019.02,충북,경유,비사업용,362167
2019.02,울산,전기,비사업용,859
2019.02,울산,전기,사업용,5
2019.02,세종,전기,비사업용,413
2019.02,세종,전기,사업용,1
2019.02,경기,전기,비사업용,6453
2019.02,경기,전기,사업용,126
2019.02,강원,전기,비사업용,1365
2019.02,강원,전기,사업용,58
2019.02,충북,전기,비사업용,1206
2019.02,충북,전기,사업용,10
2019.02,충남,전기,비사업용,1157
2019.02,충남,전기,사업용,4
2019.02,전북,전기,비사업용,1017
2019.02,전북,전기,사업용,
2019.02,전남,전기,비사업용,1957
2019.02,전남,전기,사업용,42
2019.02,경북,전기,비사업용,2034
2019.02,경북,전기,사업용,9
2019.02,경남,전기,비사업용,2143
2019.02,경남,전기,사업용,68
2019.02,제주,전기,비사업용,11585
2019.02,제주,전기,사업용,3683
2019.02,계,전기,비사업용,46863
2019.02,대전,전기,사업용,165
2019.02,강원,경유,사업용,12837
2019.02,대전,전기,비사업용,1193
2019.02,광주,전기,비사업용,1370
2019.02,충북,경유,사업용,18996
2019.02,충남,경유,비사업용,497011
2019.02,충남,경유,사업용,24111
2019.02,전북,경유,비사업용,419236
2019.02,전북,경유,사업용,21915
2019.02,전남,경유,비사업용,461900
2019.02,전남,경유,사업용,62061
2019.02,경북,경유,비사업용,634084
2019.02,경북,경유,사업용,29130
2019.02,경남,경유,비사업용,690477
2019.02,경남,경유,사업용,43499
2019.02,제주,경유,비사업용,167384
2019.02,제주,경유,사업용,76445
2019.02,계,경유,비사업용,9226394
2019.02,계,경유,사업용,749251
2019.02,서울,전기,비사업용,4896
2019.02,서울,전기,사업용,4751
2019.02,부산,전기,비사업용,1425
2019.02,부산,전기,사업용,177
2019.02,대구,전기,비사업용,6498
2019.02,대구,전기,사업용,429
2019.02,인천,전기,비사업용,1292
2019.02,인천,전기,사업용,49
2019.02,광주,전기,사업용,92
2019.02,서울,휘발유,비사업용,1574934
2019.02,계,전기,사업용,9669
2019.03,부산,휘발유,사업용,16315
2019.03,광주,전기,비사업용,1494
2019.03,인천,전기,사업용,61
2019.03,인천,전기,비사업용,1438
2019.03,대구,전기,사업용,452
2019.03,대구,전기,비사업용,6688
2019.03,부산,전기,사업용,177
2019.03,부산,전기,비사업용,1609
2019.03,서울,전기,사업용,4787
2019.03,서울,전기,비사업용,5147
2019.03,계,경유,사업용,752759
2019.03,계,경유,비사업용,9214757
2019.03,제주,경유,사업용,77740
2019.03,제주,경유,비사업용,167759
2019.03,경남,경유,사업용,43329
2019.03,경남,경유,비사업용,689487
2019.03,경북,경유,사업용,29145
2019.03,경북,경유,비사업용,634465
2019.03,전남,경유,사업용,62518
2019.03,전남,경유,비사업용,461508
2019.03,전북,경유,사업용,22011
2019.03,전북,경유,비사업용,418416
2019.03,충남,경유,사업용,24145
2019.03,충남,경유,비사업용,497271
2019.03,광주,전기,사업용,93
2019.03,대전,전기,비사업용,1294
2019.03,대전,전기,사업용,169
2019.03,울산,전기,비사업용,897
2019.03,부산,휘발유,비사업용,636304
2019.03,서울,휘발유,비사업용,1576203
2019.03,계,전기,비사업용,51234
2019.03,제주,전기,사업용,3632
2019.03,제주,전기,비사업용,11965
2019.03,경남,전기,사업용,66
2019.03,경남,전기,비사업용,2536
2019.03,경북,전기,사업용,11
2019.03,경북,전기,비사업용,2393
2019.03,전남,전기,사업용,43
2019.03,전남,전기,비사업용,2471
2019.03,충북,경유,사업용,19131
2019.03,전북,전기,사업용,1
2019.03,충남,전기,사업용,5
2019.03,충남,전기,비사업용,1554
2019.03,충북,전기,사업용,14
2019.03,충북,전기,비사업용,1363
2019.03,강원,전기,사업용,72
2019.03,강원,전기,비사업용,1495
2019.03,경기,전기,사업용,129
2019.03,경기,전기,비사업용,7161
2019.03,세종,전기,사업용,1
2019.03,세종,전기,비사업용,534
2019.03,울산,전기,사업용,5
2019.03,전북,전기,비사업용,1195
2019.03,충북,경유,비사업용,361396
2019.03,서울,휘발유,사업용,19209
2019.03,대구,휘발유,비사업용,552698
2019.03,전남,휘발유,사업용,38780
2019.03,전남,휘발유,비사업용,344998
2019.03,전북,휘발유,사업용,3641
2019.03,전북,휘발유,비사업용,364390
2019.03,충남,휘발유,사업용,1927
2019.03,충남,휘발유,비사업용,468360
2019.03,충북,휘발유,사업용,1747
2019.03,충북,휘발유,비사업용,350843
2019.03,강원,휘발유,사업용,1379
2019.03,경기,휘발유,사업용,13295
2019.03,경기,휘발유,비사업용,2665768
2019.03,세종,휘발유,사업용,82
2019.03,세종,휘발유,비사업용,75371
2019.03,울산,휘발유,사업용,1012
2019.03,울산,휘발유,비사업용,276518
2019.03,대전,휘발유,사업용,1392
2019.03,대전,휘발유,비사업용,320423
2019.03,광주,휘발유,사업용,1375
2019.03,광주,휘발유,비사업용,289928
2019.03,인천,휘발유,사업용,113570
2019.03,인천,휘발유,비사업용,610962
2019.03,대구,휘발유,사업용,2082
2019.03,강원,경유,사업용,12827
2019.03,경북,휘발유,비사업용,606458
2019.03,경북,휘발유,사업용,1303
2019.03,강원,휘발유,비사업용,322664
2019.03,경남,휘발유,사업용,11906
2019.03,경남,휘발유,비사업용,778934
2019.03,계,전기,사업용,9718
2019.03,경기,경유,사업용,142038
2019.03,경기,경유,비사업용,2258529
2019.03,세종,경유,사업용,1997
2019.03,세종,경유,비사업용,58401
2019.03,울산,경유,사업용,10250
2019.03,대전,경유,사업용,13971
2019.03,대전,경유,비사업용,248224
2019.03,광주,경유,사업용,15485
2019.03,광주,경유,비사업용,257596
2019.03,인천,경유,사업용,129880
2019.03,울산,경유,비사업용,218709
2019.03,강원,경유,비사업용,355114
2019.03,인천,경유,비사업용,553682
2019.03,제주,휘발유,사업용,69199
2019.03,계,휘발유,비사업용,10399009
2019.03,계,휘발유,사업용,298214
2019.03,서울,경유,비사업용,1070882
2019.03,제주,휘발유,비사업용,158187
2019.03,부산,경유,비사업용,512097
2019.03,부산,경유,사업용,48894
2019.03,대구,경유,비사업용,451221
2019.03,대구,경유,사업용,23729
2019.03,서울,경유,사업용,75669
2019.04,서울,경유,사업용,75807
2019.04,경북,휘발유,비사업용,607221
2019.04,경북,휘발유,사업용,1461
2019.04,경남,휘발유,비사업용,779937
2019.04,경남,휘발유,사업용,12434
2019.04,제주,휘발유,비사업용,158030
2019.04,제주,휘발유,사업용,71332
2019.04,계,휘발유,비사업용,10419964
2019.04,계,휘발유,사업용,304165
2019.04,서울,경유,비사업용,1064725
2019.04,부산,경유,비사업용,510451
2019.04,세종,경유,비사업용,58518
2019.04,대구,경유,비사업용,448195
2019.04,대구,경유,사업용,23644
2019.04,인천,경유,비사업용,552030
2019.04,인천,경유,사업용,130494
2019.04,광주,경유,비사업용,257150
2019.04,광주,경유,사업용,15465
2019.04,대전,경유,비사업용,247986
2019.04,대전,경유,사업용,13994
2019.04,울산,경유,비사업용,218890
2019.04,울산,경유,사업용,10276
2019.04,전남,휘발유,사업용,39074
2019.04,부산,경유,사업용,49746
2019.04,전남,휘발유,비사업용,345871
2019.04,서울,휘발유,비사업용,1578100
2019.04,전북,휘발유,비사업용,364884
2019.04,세종,경유,사업용,1996
2019.04,서울,휘발유,사업용,19521
2019.04,부산,휘발유,비사업용,636302
2019.04,부산,휘발유,사업용,17117
2019.04,대구,휘발유,비사업용,552678
2019.04,대구,휘발유,사업용,2108
2019.04,인천,휘발유,비사업용,613578
2019.04,인천,휘발유,사업용,115151
2019.04,광주,휘발유,비사업용,290399
2019.04,광주,휘발유,사업용,1341
2019.04,대전,휘발유,비사업용,320476
2019.04,전북,휘발유,사업용,3581
2019.04,대전,휘발유,사업용,1414
2019.04,울산,휘발유,사업용,1007
2019.04,세종,휘발유,비사업용,75999
2019.04,세종,휘발유,사업용,81
2019.04,경기,휘발유,비사업용,2674575
2019.04,경기,휘발유,사업용,13367
2019.04,강원,휘발유,비사업용,323500
2019.04,강원,휘발유,사업용,1457
2019.04,충북,휘발유,비사업용,352409
2019.04,충북,휘발유,사업용,1822
2019.04,충남,휘발유,비사업용,469319
2019.04,충남,휘발유,사업용,1897
2019.04,울산,휘발유,비사업용,276686
2019.04,경기,경유,비사업용,2255612
2019.04,인천,전기,사업용,97
2019.04,강원,경유,비사업용,355094
2019.04,울산,전기,비사업용,922
2019.04,울산,전기,사업용,5
2019.04,세종,전기,비사업용,640
2019.04,세종,전기,사업용,2
2019.04,경기,전기,비사업용,7736
2019.04,경기,전기,사업용,136
2019.04,강원,전기,비사업용,1641
2019.04,강원,전기,사업용,86
2019.04,충북,전기,비사업용,1681
2019.04,충북,전기,사업용,14
2019.04,충남,전기,비사업용,2046
2019.04,충남,전기,사업용,5
2019.04,전북,전기,비사업용,1417
2019.04,전북,전기,사업용,1
2019.04,전남,전기,비사업용,2645
2019.04,전남,전기,사업용,42
2019.04,경북,전기,비사업용,2752
2019.04,경북,전기,사업용,11
2019.04,경남,전기,비사업용,2708
2019.04,경남,전기,사업용,75
2019.04,제주,전기,비사업용,12401
2019.04,제주,전기,사업용,3665
2019.04,계,전기,비사업용,55330
2019.04,대전,전기,사업용,190
2019.04,대전,전기,비사업용,1426
2019.04,광주,전기,사업용,95
2019.04,광주,전기,비사업용,1641
2019.04,강원,경유,사업용,12829
2019.04,충북,경유,비사업용,363462
2019.04,충북,경유,사업용,19252
2019.04,충남,경유,비사업용,496758
2019.04,충남,경유,사업용,24136
2019.04,전북,경유,비사업용,418584
2019.04,전북,경유,사업용,21978
2019.04,전남,경유,비사업용,461804
2019.04,전남,경유,사업용,62705
2019.04,경북,경유,비사업용,633908
2019.04,경북,경유,사업용,29146
2019.04,경기,경유,사업용,141900
2019.04,경남,경유,비사업용,689792
2019.04,제주,경유,비사업용,166531
2019.04,제주,경유,사업용,79062
2019.04,계,경유,비사업용,9199490
2019.04,계,경유,사업용,756092
2019.04,서울,전기,비사업용,5363
2019.04,서울,전기,사업용,4812
2019.04,부산,전기,비사업용,1725
2019.04,부산,전기,사업용,181
2019.04,대구,전기,비사업용,6997
2019.04,대구,전기,사업용,478
2019.04,인천,전기,비사업용,1589
2019.04,경남,경유,사업용,43662
2019.04,계,전기,사업용,9895
2019.05,계,전기,비사업용,59013
2019.05,서울,휘발유,비사업용,1578774
2019.05,인천,전기,비사업용,1752
2019.05,대구,전기,사업용,525
2019.05,대구,전기,비사업용,7439
2019.05,부산,전기,사업용,236
2019.05,부산,전기,비사업용,1849
2019.05,서울,전기,사업용,5006
2019.05,서울,전기,비사업용,5607
2019.05,계,경유,사업용,759164
2019.05,계,경유,비사업용,9200134
2019.05,제주,경유,사업용,79864
2019.05,제주,경유,비사업용,167105
2019.05,경남,경유,사업용,44123
2019.05,경남,경유,비사업용,690488
2019.05,경북,경유,사업용,29179
2019.05,경북,경유,비사업용,634732
2019.05,전남,경유,사업용,62536
2019.05,전남,경유,비사업용,462654
2019.05,전북,경유,사업용,22287
2019.05,전북,경유,비사업용,419061
2019.05,충남,경유,사업용,24182
2019.05,충남,경유,비사업용,497350
2019.05,충북,경유,사업용,19270
2019.05,충북,경유,비사업용,363796
2019.05,인천,전기,사업용,90
2019.05,강원,경유,사업용,12821
2019.05,광주,전기,비사업용,1773
2019.05,대전,전기,비사업용,1575
2019.05,제주,전기,사업용,3599
2019.05,제주,전기,비사업용,12989
2019.05,경남,전기,사업용,116
2019.05,경남,전기,비사업용,2889
2019.05,경북,전기,사업용,12
2019.05,경북,전기,비사업용,2959
2019.05,전남,전기,사업용,42
2019.05,전남,전기,비사업용,2775
2019.05,전북,전기,사업용,1
2019.05,전북,전기,비사업용,1489
2019.05,충남,전기,사업용,6
2019.05,충남,전기,비사업용,2240
2019.05,충북,전기,사업용,18
2019.05,충북,전기,비사업용,1864
2019.05,강원,전기,사업용,95
2019.05,강원,전기,비사업용,1738
2019.05,경기,전기,사업용,153
2019.05,경기,전기,비사업용,8396
2019.05,세종,전기,사업용,2
2019.05,세종,전기,비사업용,726
2019.05,울산,전기,사업용,6
2019.05,울산,전기,비사업용,953
2019.05,대전,전기,사업용,206
2019.05,광주,전기,사업용,97
2019.05,계,전기,사업용,10210
2019.05,강원,경유,비사업용,355672
2019.05,세종,경유,사업용,1997
2019.05,충남,휘발유,사업용,1891
2019.05,충남,휘발유,비사업용,470144
2019.05,충북,휘발유,사업용,1834
2019.05,충북,휘발유,비사업용,353360
2019.05,강원,휘발유,사업용,1448
2019.05,강원,휘발유,비사업용,324410
2019.05,경기,휘발유,사업용,12942
2019.05,경기,휘발유,비사업용,2684409
2019.05,세종,휘발유,사업용,66
2019.05,세종,휘발유,비사업용,76466
2019.05,울산,휘발유,사업용,1015
2019.05,울산,휘발유,비사업용,277112
2019.05,대전,휘발유,사업용,1431
2019.05,대전,휘발유,비사업용,320774
2019.05,광주,휘발유,사업용,1337
2019.05,광주,휘발유,비사업용,290954
2019.05,인천,휘발유,사업용,118999
2019.05,인천,휘발유,비사업용,615401
2019.05,대구,휘발유,사업용,2099
2019.05,대구,휘발유,비사업용,553114
2019.05,부산,휘발유,사업용,17775
2019.05,부산,휘발유,비사업용,636718
2019.05,서울,휘발유,사업용,19382
2019.05,전북,휘발유,비사업용,365390
2019.05,경기,경유,사업용,141902
2019.05,전북,휘발유,사업용,3996
2019.05,전남,휘발유,사업용,39263
2019.05,세종,경유,비사업용,58733
2019.05,울산,경유,사업용,10318
2019.05,울산,경유,비사업용,218256
2019.05,대전,경유,사업용,13991
2019.05,대전,경유,비사업용,247117
2019.05,광주,경유,사업용,15490
2019.05,광주,경유,비사업용,256908
2019.05,인천,경유,사업용,131273
2019.05,인천,경유,비사업용,550947
2019.05,대구,경유,사업용,23665
2019.05,대구,경유,비사업용,447839
2019.05,부산,경유,사업용,50598
2019.05,부산,경유,비사업용,510009
2019.05,서울,경유,사업용,75668
2019.05,서울,경유,비사업용,1060724
2019.05,계,휘발유,사업용,311134
2019.05,계,휘발유,비사업용,10440208
2019.05,제주,휘발유,사업용,73192
2019.05,제주,휘발유,비사업용,157832
2019.05,경남,휘발유,사업용,13004
2019.05,경남,휘발유,비사업용,780851
2019.05,경북,휘발유,사업용,1460
2019.05,경북,휘발유,비사업용,608020
2019.05,전남,휘발유,비사업용,346479
2019.05,경기,경유,비사업용,2258743
2019.06,서울,휘발유,사업용,19371
2019.06,계,전기,사업용,10441
2019.06,경북,휘발유,사업용,1456
2019.06,경남,휘발유,비사업용,781733
2019.06,경남,휘발유,사업용,13506
2019.06,제주,휘발유,비사업용,157647
2019.06,제주,휘발유,사업용,75533
2019.06,계,휘발유,비사업용,10457669
2019.06,계,휘발유,사업용,318491
2019.06,서울,경유,비사업용,1057996
2019.06,서울,경유,사업용,76324
2019.06,부산,경유,비사업용,510246
2019.06,경북,휘발유,비사업용,608665
2019.06,부산,경유,사업용,51293
2019.06,대구,경유,사업용,23736
2019.06,인천,경유,비사업용,550481
2019.06,인천,경유,사업용,131231
2019.06,광주,경유,비사업용,256886
2019.06,광주,경유,사업용,15557
2019.06,대전,경유,비사업용,246724
2019.06,대전,경유,사업용,14043
2019.06,울산,경유,비사업용,218305
2019.06,울산,경유,사업용,10344
2019.06,세종,경유,비사업용,59077
2019.06,대구,경유,비사업용,448260
2019.06,전남,휘발유,사업용,39568
2019.06,전남,휘발유,비사업용,346947
2019.06,전북,휘발유,사업용,4027
2019.06,부산,휘발유,비사업용,637323
2019.06,부산,휘발유,사업용,18197
2019.06,대구,휘발유,비사업용,553494
2019.06,대구,휘발유,사업용,2097
2019.06,인천,휘발유,비사업용,617404
2019.06,인천,휘발유,사업용,122868
2019.06,광주,휘발유,비사업용,291418
2019.06,광주,휘발유,사업용,1350
2019.06,대전,휘발유,비사업용,320909
2019.06,대전,휘발유,사업용,1471
2019.06,울산,휘발유,비사업용,277400
2019.06,울산,휘발유,사업용,1016
2019.06,세종,휘발유,비사업용,77030
2019.06,세종,휘발유,사업용,44
2019.06,경기,휘발유,비사업용,2693235
2019.06,경기,휘발유,사업용,12786
2019.06,강원,휘발유,비사업용,325106
2019.06,강원,휘발유,사업용,1481
2019.06,충북,휘발유,비사업용,354132
2019.06,충북,휘발유,사업용,1874
2019.06,충남,휘발유,비사업용,471000
2019.06,충남,휘발유,사업용,1846
2019.06,전북,휘발유,비사업용,365984
2019.06,세종,경유,사업용,2008
2019.06,경기,경유,비사업용,2265284
2019.06,강원,경유,사업용,12919
2019.06,충북,경유,비사업용,364402
2019.06,울산,전기,비사업용,1008
2019.06,울산,전기,사업용,11
2019.06,세종,전기,비사업용,798
2019.06,세종,전기,사업용,2
2019.06,경기,전기,비사업용,9090
2019.06,경기,전기,사업용,177
2019.06,강원,전기,비사업용,1840
2019.06,강원,전기,사업용,105
2019.06,충북,전기,비사업용,1955
2019.06,충북,전기,사업용,18
2019.06,충남,전기,비사업용,2302
2019.06,충남,전기,사업용,6
2019.06,전북,전기,비사업용,1585
2019.06,전북,전기,사업용,1
2019.06,전남,전기,비사업용,2934
2019.06,전남,전기,사업용,45
2019.06,경북,전기,비사업용,3143
2019.06,경북,전기,사업용,16
2019.06,경남,전기,비사업용,2981
2019.06,경남,전기,사업용,127
2019.06,제주,전기,비사업용,13580
2019.06,제주,전기,사업용,3521
2019.06,계,전기,비사업용,62373
2019.06,대전,전기,사업용,225
2019.06,서울,휘발유,비사업용,1578242
2019.06,대전,전기,비사업용,1712
2019.06,광주,전기,비사업용,1922
2019.06,충북,경유,사업용,19349
2019.06,충남,경유,비사업용,498275
2019.06,충남,경유,사업용,24206
2019.06,전북,경유,비사업용,419970
2019.06,전북,경유,사업용,22312
2019.06,전남,경유,비사업용,463904
2019.06,전남,경유,사업용,62715
2019.06,경북,경유,비사업용,635979
2019.06,경북,경유,사업용,29248
2019.06,경남,경유,비사업용,691739
2019.06,경남,경유,사업용,44463
2019.06,제주,경유,비사업용,167346
2019.06,제주,경유,사업용,81068
2019.06,계,경유,비사업용,9211536
2019.06,계,경유,사업용,763113
2019.06,서울,전기,비사업용,5916
2019.06,서울,전기,사업용,5166
2019.06,부산,전기,비사업용,1981
2019.06,부산,전기,사업용,253
2019.06,대구,전기,비사업용,7736
2019.06,대구,전기,사업용,571
2019.06,인천,전기,비사업용,1890
2019.06,인천,전기,사업용,95
2019.06,광주,전기,사업용,102
