연월,지역,연료유형,용도,등록대수
2017.01,강원,경유,사업용,12362
2017.01,광주,전기,비사업용,240
2017.01,인천,전기,사업용,6
2017.01,인천,전기,비사업용,210
2017.01,대구,전기,사업용,53
2017.01,대구,전기,비사업용,305
2017.01,부산,전기,사업용,5
2017.01,부산,전기,비사업용,374
2017.01,서울,전기,사업용,706
2017.01,서울,전기,비사업용,883
2017.01,계,경유,사업용,645080
2017.01,광주,전기,사업용,
2017.01,계,경유,비사업용,8575508
2017.01,제주,경유,비사업용,156568
2017.01,경남,경유,사업용,42882
2017.01,경남,경유,비사업용,652392
2017.01,경북,경유,사업용,28232
2017.01,경북,경유,비사업용,589771
2017.01,전남,경유,사업용,53485
2017.01,전남,경유,비사업용,425268
2017.01,전북,경유,사업용,20286
2017.01,전북,경유,비사업용,390184
2017.01,충남,경유,사업용,23134
2017.01,제주,경유,사업용,41922
2017.01,대전,전기,비사업용,84
2017.01,대전,전기,사업용,
2017.01,울산,전기,비사업용,107
2017.01,계,전기,사업용,2537
2017.01,계,전기,비사업용,9257
2017.01,제주,전기,사업용,1716
2017.01,제주,전기,비사업용,4551
2017.01,경남,전기,사업용,6
2017.01,경남,전기,비사업용,582
2017.01,경북,전기,사업용,4
2017.01,경북,전기,비사업용,292
2017.01,전남,전기,사업용,7
2017.01,전남,전기,비사업용,454
2017.01,전북,전기,사업용,2
2017.01,전북,전기,비사업용,69
2017.01,충남,전기,사업용,
2017.01,충남,전기,비사업용,180
2017.01,충북,전기,사업용,
2017.01,충북,전기,비사업용,65
2017.01,강원,전기,사업용,15
2017.01,강원,전기,비사업용,142
2017.01,경기,전기,사업용,16
2017.01,경기,전기,비사업용,691
2017.01,세종,전기,사업용,1
2017.01,세종,전기,비사업용,28
2017.01,울산,전기,사업용,
2017.01,충남,경유,비사업용,454701
2017.01,부산,휘발유,비사업용,622222
2017.01,충북,경유,사업용,17649
2017.01,부산,휘발유,사업용,3122
2017.01,전남,휘발유,사업용,24906
2017.01,전남,휘발유,비사업용,326670
2017.01,전북,휘발유,사업용,2035
2017.01,전북,휘발유,비사업용,349313
2017.01,충남,휘발유,사업용,1963
2017.01,충남,휘발유,비사업용,435332
2017.01,충북,휘발유,사업용,1268
2017.01,충북,휘발유,비사업용,328292
2017.01,강원,휘발유,사업용,1031
2017.01,강원,휘발유,비사업용,304828
2017.01,경북,휘발유,비사업용,585563
2017.01,경기,휘발유,사업용,10649
2017.01,세종,휘발유,사업용,42
2017.01,세종,휘발유,비사업용,54506
2017.01,울산,휘발유,사업용,1138
2017.01,울산,휘발유,비사업용,269072
2017.01,대전,휘발유,사업용,1188
2017.01,대전,휘발유,비사업용,317163
2017.01,광주,휘발유,사업용,1412
2017.01,광주,휘발유,비사업용,280045
2017.01,인천,휘발유,사업용,88778
2017.01,인천,휘발유,비사업용,558915
2017.01,경기,휘발유,비사업용,2455984
2017.01,경북,휘발유,사업용,1427
2017.01,경남,휘발유,비사업용,752390
2017.01,경남,휘발유,사업용,11530
2017.01,강원,경유,비사업용,329811
2017.01,경기,경유,사업용,133046
2017.01,경기,경유,비사업용,2057411
2017.01,세종,경유,사업용,1684
2017.01,세종,경유,비사업용,43532
2017.01,울산,경유,사업용,10094
2017.01,울산,경유,비사업용,208408
2017.01,대전,경유,사업용,13056
2017.01,대전,경유,비사업용,234414
2017.01,광주,경유,사업용,14544
2017.01,광주,경유,비사업용,240013
2017.01,인천,경유,사업용,105007
2017.01,인천,경유,비사업용,516399
2017.01,대구,경유,사업용,23617
2017.01,대구,경유,비사업용,420478
2017.01,부산,경유,사업용,33905
2017.01,부산,경유,비사업용,480648
2017.01,서울,경유,사업용,70175
2017.01,서울,경유,비사업용,1042523
2017.01,계,휘발유,사업용,204437
2017.01,계,휘발유,비사업용,9928106
2017.01,제주,휘발유,사업용,33697
2017.01,제주,휘발유,비사업용,160989
2017.01,충북,경유,비사업용,332987
2017.01,서울,휘발유,사업용,18396
2017.01,서울,휘발유,비사업용,1582002
2017.01,대구,휘발유,비사업용,544820
2017.01,대구,휘발유,사업용,1855
2017.02,대구,휘발유,사업용,1846
2017.02,제주,휘발유,비사업용,161008
2017.02,제주,휘발유,사업용,34241
2017.02,계,휘발유,비사업용,9943776
2017.02,계,휘발유,사업용,206306
2017.02,서울,경유,비사업용,1045000
2017.02,서울,경유,사업용,70138
2017.02,부산,경유,비사업용,481061
2017.02,부산,경유,사업용,33856
2017.02,대구,경유,비사업용,421377
2017.02,대구,경유,사업용,23586
2017.02,경남,휘발유,사업용,11774
2017.02,인천,경유,비사업용,517070
2017.02,광주,경유,비사업용,240454
2017.02,광주,경유,사업용,14604
2017.02,대전,경유,비사업용,234725
2017.02,대전,경유,사업용,13096
2017.02,울산,경유,비사업용,208554
2017.02,울산,경유,사업용,10088
2017.02,세종,경유,비사업용,43925
2017.02,세종,경유,사업용,1714
2017.02,경기,경유,비사업용,2060039
2017.02,경기,경유,사업용,133259
2017.02,인천,경유,사업용,106164
2017.02,대구,휘발유,비사업용,544833
2017.02,경남,휘발유,비사업용,753412
2017.02,경북,휘발유,비사업용,586542
2017.02,인천,휘발유,비사업용,560315
2017.02,인천,휘발유,사업용,89567
2017.02,광주,휘발유,비사업용,280217
2017.02,광주,휘발유,사업용,1412
2017.02,대전,휘발유,비사업용,317199
2017.02,대전,휘발유,사업용,1194
2017.02,울산,휘발유,비사업용,269439
2017.02,울산,휘발유,사업용,1121
2017.02,세종,휘발유,비사업용,55132
2017.02,세종,휘발유,사업용,41
2017.02,강원,경유,비사업용,330553
2017.02,경기,휘발유,비사업용,2462048
2017.02,강원,휘발유,비사업용,305465
2017.02,강원,휘발유,사업용,1025
2017.02,충북,휘발유,비사업용,329437
2017.02,충북,휘발유,사업용,1267
2017.02,충남,휘발유,비사업용,436949
2017.02,충남,휘발유,사업용,2005
2017.02,전북,휘발유,비사업용,349851
2017.02,전북,휘발유,사업용,2048
2017.02,전남,휘발유,비사업용,327464
2017.02,전남,휘발유,사업용,25214
2017.02,경기,휘발유,사업용,10653
2017.02,경북,휘발유,사업용,1411
2017.02,계,전기,사업용,2695
2017.02,충북,경유,사업용,17721
2017.02,울산,전기,사업용,
2017.02,세종,전기,비사업용,31
2017.02,세종,전기,사업용,1
2017.02,경기,전기,비사업용,755
2017.02,경기,전기,사업용,17
2017.02,강원,전기,비사업용,163
2017.02,강원,전기,사업용,15
2017.02,충북,전기,비사업용,77
2017.02,충북,전기,사업용,
2017.02,충남,전기,비사업용,188
2017.02,울산,전기,비사업용,119
2017.02,충남,전기,사업용,
2017.02,전북,전기,사업용,2
2017.02,전남,전기,비사업용,473
2017.02,전남,전기,사업용,7
2017.02,경북,전기,비사업용,317
2017.02,경북,전기,사업용,4
2017.02,경남,전기,비사업용,624
2017.02,경남,전기,사업용,11
2017.02,제주,전기,비사업용,4602
2017.02,제주,전기,사업용,1830
2017.02,계,전기,비사업용,9699
2017.02,전북,전기,비사업용,106
2017.02,대전,전기,사업용,
2017.02,대전,전기,비사업용,90
2017.02,광주,전기,사업용,27
2017.02,충남,경유,비사업용,456535
2017.02,충남,경유,사업용,23207
2017.02,전북,경유,비사업용,390943
2017.02,전북,경유,사업용,20286
2017.02,전남,경유,비사업용,426317
2017.02,전남,경유,사업용,53730
2017.02,경북,경유,비사업용,591508
2017.02,경북,경유,사업용,28227
2017.02,경남,경유,비사업용,654196
2017.02,경남,경유,사업용,43158
2017.02,제주,경유,비사업용,156863
2017.02,제주,경유,사업용,42455
2017.02,계,경유,비사업용,8593154
2017.02,계,경유,사업용,647630
2017.02,서울,전기,비사업용,934
2017.02,서울,전기,사업용,715
2017.02,부산,전기,비사업용,388
2017.02,부산,전기,사업용,7
2017.02,대구,전기,비사업용,361
2017.02,대구,전기,사업용,53
2017.02,인천,전기,비사업용,217
2017.02,인천,전기,사업용,6
2017.02,광주,전기,비사업용,254
2017.02,충북,경유,비사업용,334034
2017.02,서울,휘발유,사업용,18351
2017.02,강원,경유,사업용,12341
2017.02,서울,휘발유,비사업용,1582264
2017.02,부산,휘발유,사업용,3136
2017.02,부산,휘발유,비사업용,622201
2017.03,서울,휘발유,사업용,18269
2017.03,대구,전기,사업용,53
2017.03,대구,전기,비사업용,566
2017.03,부산,전기,사업용,7
2017.03,부산,전기,비사업용,405
2017.03,서울,전기,사업용,687
2017.03,서울,전기,비사업용,1005
2017.03,계,경유,사업용,651857
2017.03,계,경유,비사업용,8619536
2017.03,제주,경유,사업용,44302
2017.03,제주,경유,비사업용,157562
2017.03,인천,전기,비사업용,237
2017.03,경남,경유,사업용,43381
2017.03,경북,경유,사업용,28275
2017.03,경북,경유,비사업용,593464
2017.03,전남,경유,사업용,54361
2017.03,전남,경유,비사업용,428000
2017.03,전북,경유,사업용,20285
2017.03,전북,경유,비사업용,392017
2017.03,충남,경유,사업용,23234
2017.03,충남,경유,비사업용,458549
2017.03,충북,경유,사업용,17822
2017.03,충북,경유,비사업용,335106
2017.03,경남,경유,비사업용,656499
2017.03,인천,전기,사업용,5
2017.03,광주,전기,비사업용,281
2017.03,광주,전기,사업용,27
2017.03,제주,전기,비사업용,4773
2017.03,경남,전기,사업용,11
2017.03,경남,전기,비사업용,662
2017.03,경북,전기,사업용,4
2017.03,경북,전기,비사업용,336
2017.03,전남,전기,사업용,7
2017.03,전남,전기,비사업용,489
2017.03,전북,전기,사업용,2
2017.03,전북,전기,비사업용,149
2017.03,충남,전기,사업용,
2017.03,충남,전기,비사업용,188
2017.03,충북,전기,사업용,
2017.03,충북,전기,비사업용,99
2017.03,강원,전기,사업용,14
2017.03,강원,전기,비사업용,180
2017.03,경기,전기,사업용,17
2017.03,경기,전기,비사업용,865
2017.03,세종,전기,사업용,1
2017.03,세종,전기,비사업용,45
2017.03,울산,전기,사업용,
2017.03,울산,전기,비사업용,133
2017.03,대전,전기,사업용,1
2017.03,대전,전기,비사업용,107
2017.03,강원,경유,사업용,12295
2017.03,강원,경유,비사업용,331808
2017.03,경기,경유,사업용,133450
2017.03,계,전기,사업용,2668
2017.03,전북,휘발유,비사업용,350635
2017.03,충남,휘발유,사업용,1957
2017.03,충남,휘발유,비사업용,439044
2017.03,충북,휘발유,사업용,1261
2017.03,충북,휘발유,비사업용,330662
2017.03,강원,휘발유,사업용,1021
2017.03,강원,휘발유,비사업용,306297
2017.03,경기,휘발유,사업용,10421
2017.03,경기,휘발유,비사업용,2471649
2017.03,세종,휘발유,사업용,42
2017.03,세종,휘발유,비사업용,56096
2017.03,울산,휘발유,사업용,1124
2017.03,울산,휘발유,비사업용,270026
2017.03,대전,휘발유,사업용,1168
2017.03,대전,휘발유,비사업용,317693
2017.03,광주,휘발유,사업용,1400
2017.03,광주,휘발유,비사업용,280886
2017.03,인천,휘발유,사업용,90193
2017.03,인천,휘발유,비사업용,562331
2017.03,대구,휘발유,사업용,1852
2017.03,대구,휘발유,비사업용,545666
2017.03,부산,휘발유,사업용,3249
2017.03,부산,휘발유,비사업용,623373
2017.03,전북,휘발유,사업용,2075
2017.03,서울,휘발유,비사업용,1582784
2017.03,전남,휘발유,비사업용,328553
2017.03,경북,휘발유,비사업용,587775
2017.03,세종,경유,사업용,1715
2017.03,세종,경유,비사업용,44612
2017.03,울산,경유,사업용,10075
2017.03,울산,경유,비사업용,209039
2017.03,대전,경유,사업용,13099
2017.03,대전,경유,비사업용,235268
2017.03,광주,경유,사업용,14644
2017.03,광주,경유,비사업용,240953
2017.03,인천,경유,사업용,107058
2017.03,인천,경유,비사업용,518350
2017.03,대구,경유,사업용,23557
2017.03,대구,경유,비사업용,422995
2017.03,부산,경유,사업용,34098
2017.03,부산,경유,비사업용,483153
2017.03,서울,경유,사업용,70206
2017.03,서울,경유,비사업용,1046754
2017.03,계,휘발유,사업용,208816
2017.03,계,휘발유,비사업용,9969213
2017.03,제주,휘발유,사업용,35661
2017.03,제주,휘발유,비사업용,160779
2017.03,경남,휘발유,사업용,11961
2017.03,경남,휘발유,비사업용,754964
2017.03,경북,휘발유,사업용,1414
2017.03,전남,휘발유,사업용,25748
2017.03,경기,경유,비사업용,2065407
2017.03,계,전기,비사업용,10520
2017.03,제주,전기,사업용,1832
2017.04,계,전기,비사업용,11354
2017.04,경북,휘발유,비사업용,588817
2017.04,경북,휘발유,사업용,1410
2017.04,경남,휘발유,비사업용,756375
2017.04,경남,휘발유,사업용,11928
2017.04,제주,휘발유,비사업용,160730
2017.04,제주,휘발유,사업용,36730
2017.04,계,휘발유,비사업용,9992422
2017.04,계,휘발유,사업용,212553
2017.04,서울,경유,비사업용,1048923
2017.04,서울,경유,사업용,70418
2017.04,부산,경유,비사업용,484781
2017.04,부산,경유,사업용,34550
2017.04,대구,경유,비사업용,424448
2017.04,대구,경유,사업용,23503
2017.04,인천,경유,비사업용,520079
2017.04,인천,경유,사업용,108965
2017.04,광주,경유,비사업용,241386
2017.04,광주,경유,사업용,14723
2017.04,대전,경유,비사업용,235929
2017.04,대전,경유,사업용,13092
2017.04,울산,경유,비사업용,209321
2017.04,울산,경유,사업용,10087
2017.04,세종,경유,비사업용,45235
2017.04,전남,휘발유,사업용,26420
2017.04,전남,휘발유,비사업용,329635
2017.04,전북,휘발유,사업용,2135
2017.04,전북,휘발유,비사업용,351365
2017.04,서울,휘발유,사업용,18710
2017.04,부산,휘발유,비사업용,624113
2017.04,부산,휘발유,사업용,3711
2017.04,대구,휘발유,비사업용,546423
2017.04,대구,휘발유,사업용,1832
2017.04,인천,휘발유,비사업용,564179
2017.04,인천,휘발유,사업용,91042
2017.04,광주,휘발유,비사업용,281424
2017.04,광주,휘발유,사업용,1415
2017.04,대전,휘발유,비사업용,318137
2017.04,대전,휘발유,사업용,1157
2017.04,울산,휘발유,비사업용,270595
2017.04,울산,휘발유,사업용,1135
2017.04,세종,휘발유,비사업용,57027
2017.04,세종,휘발유,사업용,43
2017.04,경기,휘발유,비사업용,2480249
2017.04,경기,휘발유,사업용,10688
2017.04,강원,휘발유,비사업용,307230
2017.04,강원,휘발유,사업용,1022
2017.04,충북,휘발유,비사업용,331631
2017.04,충북,휘발유,사업용,1241
2017.04,충남,휘발유,비사업용,440949
2017.04,충남,휘발유,사업용,1934
2017.04,세종,경유,사업용,1721
2017.04,경기,경유,비사업용,2074511
2017.04,서울,휘발유,비사업용,1583543
2017.04,강원,경유,비사업용,333027
2017.04,대전,전기,사업용,1
2017.04,울산,전기,비사업용,141
2017.04,울산,전기,사업용,
2017.04,세종,전기,비사업용,49
2017.04,세종,전기,사업용,1
2017.04,경기,전기,비사업용,1003
2017.04,경기,전기,사업용,25
2017.04,강원,전기,비사업용,189
2017.04,강원,전기,사업용,14
2017.04,충북,전기,비사업용,117
2017.04,충북,전기,사업용,
2017.04,대전,전기,비사업용,126
2017.04,충남,전기,비사업용,187
2017.04,전북,전기,비사업용,170
2017.04,전북,전기,사업용,2
2017.04,전남,전기,비사업용,516
2017.04,전남,전기,사업용,10
2017.04,경북,전기,비사업용,360
2017.04,경북,전기,사업용,4
2017.04,경남,전기,비사업용,685
2017.04,경남,전기,사업용,11
2017.04,제주,전기,비사업용,4945
2017.04,제주,전기,사업용,1896
2017.04,계,전기,사업용,2709
2017.04,충남,전기,사업용,
2017.04,광주,전기,사업용,27
2017.04,경기,경유,사업용,133940
2017.04,인천,전기,사업용,5
2017.04,광주,전기,비사업용,295
2017.04,강원,경유,사업용,12295
2017.04,충북,경유,비사업용,336346
2017.04,충북,경유,사업용,17887
2017.04,충남,경유,비사업용,460455
2017.04,충남,경유,사업용,23259
2017.04,전북,경유,비사업용,393263
2017.04,전북,경유,사업용,20370
2017.04,전남,경유,사업용,55215
2017.04,경북,경유,비사업용,595447
2017.04,경북,경유,사업용,28318
2017.04,경남,경유,비사업용,658645
2017.04,전남,경유,비사업용,429808
2017.04,제주,경유,비사업용,158090
2017.04,인천,전기,비사업용,265
2017.04,경남,경유,사업용,43341
2017.04,대구,전기,비사업용,817
2017.04,부산,전기,사업용,10
2017.04,부산,전기,비사업용,421
2017.04,대구,전기,사업용,57
2017.04,서울,전기,비사업용,1068
2017.04,계,경유,사업용,657001
2017.04,계,경유,비사업용,8649694
2017.04,제주,경유,사업용,45317
2017.04,서울,전기,사업용,646
2017.05,계,경유,비사업용,8679585
2017.05,인천,전기,비사업용,277
2017.05,대구,전기,사업용,58
2017.05,대구,전기,비사업용,934
2017.05,부산,전기,사업용,11
2017.05,부산,전기,비사업용,439
2017.05,서울,전기,사업용,736
2017.05,서울,전기,비사업용,1196
2017.05,계,경유,사업용,660883
2017.05,제주,경유,사업용,46006
2017.05,충북,경유,사업용,17884
2017.05,경남,경유,사업용,43227
2017.05,경남,경유,비사업용,660630
2017.05,경북,경유,사업용,28327
2017.05,경북,경유,비사업용,597355
2017.05,전남,경유,사업용,55748
2017.05,전남,경유,비사업용,431419
2017.05,전북,경유,사업용,20510
2017.05,전북,경유,비사업용,394366
2017.05,충남,경유,사업용,23283
2017.05,충남,경유,비사업용,462353
2017.05,제주,경유,비사업용,158652
2017.05,인천,전기,사업용,5
2017.05,강원,전기,사업용,14
2017.05,광주,전기,사업용,27
2017.05,제주,전기,사업용,1946
2017.05,제주,전기,비사업용,5121
2017.05,경남,전기,사업용,11
2017.05,경남,전기,비사업용,709
2017.05,경북,전기,사업용,4
2017.05,경북,전기,비사업용,382
2017.05,전남,전기,사업용,10
2017.05,전남,전기,비사업용,557
2017.05,전북,전기,사업용,1
2017.05,전북,전기,비사업용,185
2017.05,충남,전기,사업용,
2017.05,광주,전기,비사업용,308
2017.05,충남,전기,비사업용,192
2017.05,충북,전기,비사업용,123
2017.05,충북,경유,비사업용,337331
2017.05,강원,전기,비사업용,207
2017.05,경기,전기,사업용,29
2017.05,경기,전기,비사업용,1045
2017.05,세종,전기,사업용,1
2017.05,세종,전기,비사업용,53
2017.05,울산,전기,사업용,
2017.05,울산,전기,비사업용,144
2017.05,대전,전기,사업용,2
2017.05,대전,전기,비사업용,134
2017.05,충북,전기,사업용,
2017.05,강원,경유,사업용,12286
2017.05,대구,경유,사업용,23448
2017.05,경기,경유,비사업용,2083084
2017.05,충남,휘발유,비사업용,442437
2017.05,충북,휘발유,사업용,1297
2017.05,충북,휘발유,비사업용,332474
2017.05,강원,휘발유,사업용,1032
2017.05,강원,휘발유,비사업용,308074
2017.05,경기,휘발유,사업용,11005
2017.05,경기,휘발유,비사업용,2485893
2017.05,세종,휘발유,사업용,43
2017.05,세종,휘발유,비사업용,58245
2017.05,울산,휘발유,사업용,1194
2017.05,울산,휘발유,비사업용,271078
2017.05,대전,휘발유,사업용,1244
2017.05,대전,휘발유,비사업용,318227
2017.05,광주,휘발유,사업용,1375
2017.05,광주,휘발유,비사업용,281957
2017.05,인천,휘발유,사업용,92059
2017.05,인천,휘발유,비사업용,564869
2017.05,대구,휘발유,사업용,1740
2017.05,대구,휘발유,비사업용,547338
2017.05,부산,휘발유,사업용,4109
2017.05,부산,휘발유,비사업용,624740
2017.05,서울,휘발유,사업용,18703
2017.05,서울,휘발유,비사업용,1584244
2017.05,충남,휘발유,사업용,1959
2017.05,경기,경유,사업용,134086
2017.05,전북,휘발유,비사업용,351954
2017.05,전남,휘발유,비사업용,330593
2017.05,세종,경유,사업용,1748
2017.05,세종,경유,비사업용,46122
2017.05,울산,경유,사업용,10062
2017.05,울산,경유,비사업용,209638
2017.05,대전,경유,사업용,13160
2017.05,대전,경유,비사업용,236281
2017.05,광주,경유,사업용,14821
2017.05,광주,경유,비사업용,241908
2017.05,인천,경유,사업용,110489
2017.05,인천,경유,비사업용,520978
2017.05,대구,경유,비사업용,426743
2017.05,부산,경유,사업용,35166
2017.05,부산,경유,비사업용,486639
2017.05,서울,경유,사업용,70632
2017.05,서울,경유,비사업용,1051902
2017.05,계,휘발유,사업용,215386
2017.05,계,휘발유,비사업용,10009894
2017.05,제주,휘발유,사업용,37333
2017.05,제주,휘발유,비사업용,160522
2017.05,경남,휘발유,사업용,11857
2017.05,경남,휘발유,비사업용,757560
2017.05,경북,휘발유,사업용,1454
2017.05,경북,휘발유,비사업용,589689
2017.05,전북,휘발유,사업용,2188
2017.05,전남,휘발유,사업용,26794
2017.05,강원,경유,비사업용,334184
2017.05,계,전기,사업용,2855
2017.05,계,전기,비사업용,12006
2017.06,인천,전기,사업용,6
2017.06,인천,전기,비사업용,297
2017.06,대구,전기,사업용,60
2017.06,대구,전기,비사업용,1065
2017.06,부산,전기,사업용,11
2017.06,부산,전기,비사업용,467
2017.06,서울,전기,사업용,952
2017.06,서울,전기,비사업용,1375
2017.06,계,경유,사업용,665832
2017.06,계,경유,비사업용,8710823
2017.06,제주,경유,사업용,47266
2017.06,제주,경유,비사업용,159042
2017.06,경남,경유,사업용,43317
2017.06,경남,경유,비사업용,662697
2017.06,경북,경유,사업용,28349
2017.06,경북,경유,비사업용,599155
2017.06,전남,경유,사업용,56433
2017.06,전남,경유,비사업용,432754
2017.06,전북,경유,사업용,20587
2017.06,전북,경유,비사업용,395275
2017.06,충남,경유,사업용,23279
2017.06,충남,경유,비사업용,464256
2017.06,충북,경유,사업용,17846
2017.06,광주,전기,비사업용,319
2017.06,광주,전기,사업용,27
2017.06,대전,전기,비사업용,151
2017.06,대전,전기,사업용,2
2017.06,계,전기,비사업용,12773
2017.06,제주,전기,사업용,1960
2017.06,제주,전기,비사업용,5284
2017.06,경남,전기,사업용,11
2017.06,경남,전기,비사업용,732
2017.06,경북,전기,사업용,4
2017.06,경북,전기,비사업용,396
2017.06,전남,전기,사업용,10
2017.06,전남,전기,비사업용,591
2017.06,전북,전기,사업용,
2017.06,전북,전기,비사업용,186
2017.06,충남,전기,사업용,
2017.06,충남,전기,비사업용,199
2017.06,충북,전기,사업용,
2017.06,충북,전기,비사업용,129
2017.06,강원,전기,사업용,14
2017.06,강원,전기,비사업용,234
2017.06,경기,전기,사업용,39
2017.06,경기,전기,비사업용,1123
2017.06,세종,전기,사업용,
2017.06,세종,전기,비사업용,54
2017.06,울산,전기,사업용,
2017.06,울산,전기,비사업용,171
2017.06,충북,경유,비사업용,338492
2017.06,강원,경유,사업용,12303
2017.06,서울,휘발유,비사업용,1585452
2017.06,경기,경유,사업용,134106
2017.06,충남,휘발유,사업용,1952
2017.06,충남,휘발유,비사업용,443997
2017.06,충북,휘발유,사업용,1296
2017.06,충북,휘발유,비사업용,333465
2017.06,강원,휘발유,사업용,1041
2017.06,강원,휘발유,비사업용,308952
2017.06,경기,휘발유,사업용,11293
2017.06,경기,휘발유,비사업용,2492994
2017.06,세종,휘발유,사업용,39
2017.06,세종,휘발유,비사업용,59310
2017.06,울산,휘발유,사업용,1175
2017.06,전북,휘발유,비사업용,352485
2017.06,울산,휘발유,비사업용,271652
2017.06,대전,휘발유,비사업용,318485
2017.06,광주,휘발유,사업용,1394
2017.06,광주,휘발유,비사업용,282668
2017.06,인천,휘발유,사업용,93009
2017.06,인천,휘발유,비사업용,567345
2017.06,대구,휘발유,사업용,1741
2017.06,대구,휘발유,비사업용,548178
2017.06,부산,휘발유,사업용,4658
2017.06,부산,휘발유,비사업용,625670
2017.06,서울,휘발유,사업용,18841
2017.06,강원,경유,비사업용,335376
2017.06,대전,휘발유,사업용,1262
2017.06,전북,휘발유,사업용,2238
2017.06,계,전기,사업용,3096
2017.06,전남,휘발유,사업용,27079
2017.06,전남,휘발유,비사업용,331346
2017.06,경기,경유,비사업용,2093099
2017.06,세종,경유,사업용,1749
2017.06,세종,경유,비사업용,46829
2017.06,울산,경유,사업용,10088
2017.06,울산,경유,비사업용,210053
2017.06,대전,경유,사업용,13186
2017.06,대전,경유,비사업용,236819
2017.06,광주,경유,비사업용,242746
2017.06,인천,경유,사업용,112657
2017.06,인천,경유,비사업용,523170
2017.06,대구,경유,사업용,23447
2017.06,광주,경유,사업용,14883
2017.06,부산,경유,사업용,35613
2017.06,경북,휘발유,비사업용,590613
2017.06,대구,경유,비사업용,428321
2017.06,경남,휘발유,비사업용,759365
2017.06,경남,휘발유,사업용,11924
2017.06,제주,휘발유,비사업용,160412
2017.06,제주,휘발유,사업용,38631
2017.06,경북,휘발유,사업용,1502
2017.06,계,휘발유,사업용,219075
2017.06,서울,경유,비사업용,1054167
2017.06,서울,경유,사업용,70723
2017.06,부산,경유,비사업용,488572
2017.06,계,휘발유,비사업용,10032389
2017.07,제주,경유,비사업용,159576
2017.07,대구,전기,사업용,60
2017.07,대구,전기,비사업용,1245
2017.07,부산,전기,사업용,12
2017.07,부산,전기,비사업용,499
2017.07,서울,전기,사업용,1215
2017.07,서울,전기,비사업용,1463
2017.07,계,경유,사업용,670537
2017.07,계,경유,비사업용,8743710
2017.07,제주,경유,사업용,48749
2017.07,경남,경유,사업용,43293
2017.07,강원,경유,사업용,12328
2017.07,경북,경유,사업용,28372
2017.07,경북,경유,비사업용,601332
2017.07,전남,경유,사업용,57258
2017.07,전남,경유,비사업용,434136
2017.07,전북,경유,사업용,20653
2017.07,전북,경유,비사업용,396357
2017.07,충남,경유,사업용,23291
2017.07,충남,경유,비사업용,466175
2017.07,충북,경유,사업용,17854
2017.07,충북,경유,비사업용,339573
2017.07,경남,경유,비사업용,664648
2017.07,인천,전기,비사업용,322
2017.07,강원,전기,비사업용,291
2017.07,광주,전기,비사업용,333
2017.07,제주,전기,비사업용,5418
2017.07,경남,전기,사업용,11
2017.07,경남,전기,비사업용,775
2017.07,경북,전기,사업용,4
2017.07,경북,전기,비사업용,446
2017.07,전남,전기,사업용,31
2017.07,전남,전기,비사업용,631
2017.07,전북,전기,사업용,
2017.07,전북,전기,비사업용,192
2017.07,충남,전기,사업용,
2017.07,충남,전기,비사업용,215
2017.07,인천,전기,사업용,6
2017.07,충북,전기,사업용,
2017.07,강원,전기,사업용,19
2017.07,강원,경유,비사업용,336594
2017.07,경기,전기,사업용,44
2017.07,경기,전기,비사업용,1220
2017.07,세종,전기,사업용,
2017.07,세종,전기,비사업용,55
2017.07,울산,전기,사업용,
2017.07,울산,전기,비사업용,199
2017.07,대전,전기,사업용,3
2017.07,대전,전기,비사업용,194
2017.07,광주,전기,사업용,27
2017.07,충북,전기,비사업용,134
2017.07,제주,전기,사업용,2039
2017.07,대구,경유,사업용,23366
2017.07,경기,경유,비사업용,2104053
2017.07,충남,휘발유,비사업용,445404
2017.07,충북,휘발유,사업용,1291
2017.07,충북,휘발유,비사업용,334033
2017.07,강원,휘발유,사업용,1066
2017.07,강원,휘발유,비사업용,309737
2017.07,경기,휘발유,사업용,11550
2017.07,경기,휘발유,비사업용,2499931
2017.07,세종,휘발유,사업용,42
2017.07,세종,휘발유,비사업용,60028
2017.07,울산,휘발유,사업용,1172
2017.07,울산,휘발유,비사업용,272217
2017.07,대전,휘발유,사업용,1253
2017.07,대전,휘발유,비사업용,318641
2017.07,광주,휘발유,사업용,1411
2017.07,광주,휘발유,비사업용,283093
2017.07,인천,휘발유,사업용,94949
2017.07,인천,휘발유,비사업용,568922
2017.07,대구,휘발유,사업용,1718
2017.07,대구,휘발유,비사업용,548503
2017.07,부산,휘발유,사업용,4991
2017.07,부산,휘발유,비사업용,626470
2017.07,서울,휘발유,사업용,19276
2017.07,서울,휘발유,비사업용,1585552
2017.07,충남,휘발유,사업용,1933
2017.07,경기,경유,사업용,134226
2017.07,전북,휘발유,비사업용,353148
2017.07,전남,휘발유,비사업용,332264
2017.07,세종,경유,사업용,1750
2017.07,세종,경유,비사업용,47411
2017.07,울산,경유,사업용,10008
2017.07,울산,경유,비사업용,210415
2017.07,대전,경유,사업용,13245
2017.07,대전,경유,비사업용,237653
2017.07,광주,경유,사업용,14857
2017.07,광주,경유,비사업용,243500
2017.07,인천,경유,사업용,114048
2017.07,인천,경유,비사업용,525514
2017.07,대구,경유,비사업용,429705
2017.07,부산,경유,사업용,35944
2017.07,부산,경유,비사업용,490291
